match id,dataset_type,win_pred_team_id,win_pred_score,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr
9097395,r1,23750,0.573158189,3,-0.02604683,1.315651164,0.957641196,1.625,61,1,0.94137089,1.404651163,0.923563294,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9271800,r1,47480,0.593814937,1.142857143,0.103584682,0.984437866,0.938023451,1.285714286,1.487804878,1,1.1,1.04261796,1.504950495,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9087042,r1,27,0.524247981,1.055555556,0.047045684,0.914642921,1.031160312,0.913461538,1.975609756,1,1.217228464,2,2.444444444,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9457510,r1,47529,0.547117824,2.2,0.046594501,1.007158631,1.070659971,1.714285714,3.857142857,1,0.833333333,1.201372998,0.470588235,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9085040,r1,7608,0.552845956,0.833333333,0.084144115,0.954870482,0.987673956,0.900584795,0.672131148,1,1.166666667,1.078561917,0.712643678,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9085418,r1,10576,0.507707274,1.222222222,-0.119156813,0.922268591,1.118076428,1.05,0.344262295,1,1.083333333,2,0.841772152,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9331398,r1,11591,0.550956204,0.2,0.05978864,0.826342505,0.896183781,1,1.327868852,1,1.25,1.041420118,0.45035461,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9272507,r1,33963,0.502538328,1.333333333,-0.045645553,0.99970635,1.046589018,1.1,1,1,1.052631579,0.868811881,1.571428571,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9225376,r1,48,0.578035352,1.7,0.152878717,0.981238353,0.944252211,1.444444444,2.463414634,0,1.134146341,2,1.880165289,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9516338,r1,48341,0.500827696,1.307692308,-0.014572775,1.134954977,1.049537551,0.943589744,0.50617284,1,0.755760369,0,1.014857143,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9440493,r1,55,0.501362432,1.3125,-0.100602148,1.082585865,1.072886297,1.136363636,1,1,1.09009009,2,1.326649958,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9457447,r1,47529,0.551768323,0.909090909,-0.023873414,1.082285336,0.977175066,2,1.975609756,1,0.555555556,1.01433121,0.290398126,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9077011,r1,40298,0.536009526,0.875,0.089949248,1.066565748,1.040819334,1.2,1.487804878,0,1.304347826,1.090507726,3.8125,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9085355,r1,9701,0.568636386,0.625,-0.010940043,0.990625476,1.031327288,0.703296703,0.512195122,1,0.852272727,2,1.608695652,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9076997,r1,47529,0.514229995,1.2,0.027086836,1.119184694,1.067990074,0.571428571,0.405940594,0,1,1.268571429,2.965116279,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9587136,r1,36126,0.591016347,1.4,0.093569386,1.200411142,0.98762475,0.981818182,1,1,1.125925926,1.109589041,0.716237942,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
8887801,r1,33928,0.518710689,1.6,-0.204388668,1.263636082,0.982177451,0.916666667,1,0,0.888888889,2,1.07826087,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9684667,r1,12046,0.554966014,0.363636364,-0.095313816,0.968067847,1.126153846,2,0.603960396,1,0.95952381,1.030075188,1.48125,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9330789,r1,12473,0.503648475,4,0.104233169,0.697768438,1.022644266,1,0.672131148,0,0.936,2,0.512903226,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9098844,r1,188,0.544920867,1.428571429,-0.031196652,1.068871234,0.710898662,1.666666667,1,0,1.196716915,1.378723404,0.46983185,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9331335,r1,14454,0.535082825,6,0.010845288,1.093091203,0.957539943,1.08,1,1,1.366666667,2,11.75,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9085187,r1,9701,0.517624715,0.529411765,0.010353106,1.125682401,0.972875947,0.583333333,1.327868852,1,0.945945946,1.146405229,1.52892562,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9051104,r1,40564,0.510964571,0.75,0.081960828,1.122008921,1.035482475,1.5,1,0,0.913043478,1.073264781,1.956521739,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9271730,r1,47480,0.538934513,0.909090909,0.062524496,1.012403376,0.98825257,0.75,1.327868852,0,0.69,1.092970522,1.978947368,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9051048,r1,40606,0.533594792,2.6,-0.189243536,1.07674196,1.002956775,0.625,1.952380952,1,1.095238095,0.97245509,1.045454545,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9407782,r1,48943,0.563757247,0.666666667,-0.034370223,0.887018237,0.842498205,0.666666667,1,0,1.875,2,0.096,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9272542,r1,33935,0.537867616,0.923076923,0.035484806,0.923098975,0.911764706,0.75,0.50617284,0,0.923076923,0.852402746,0.282623394,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9377339,r1,62,0.535895984,1.352941176,0.02805667,1.058134731,0.875,1,1,1,0.945652174,2,0.757588021,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
8950780,r1,55,0.529302054,1.909090909,0.019026811,0.976312637,0.918124006,1.140350877,2.463414634,1,1.171428571,2,1.937142857,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9290917,r1,55,0.500698657,4.5,-0.062150718,1.604280486,1.368543689,0.9,1.196078431,1,0.897058824,2,1.649584821,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9084655,r1,10366,0.501804775,0.785714286,0.223060883,1.02349775,1.007797271,0.98989899,1.487804878,0,1.184210526,1.00877193,1.875,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9516569,r1,30421,0.517174071,0.8125,0.079897225,0.920895822,0.953379111,1.05,1,0,0.765734266,0,2.051724138,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9085215,r1,6698,0.534865473,1.454545455,-0.044618033,0.867276697,1.08539604,0.943589744,1,1,0.983660131,0.859756098,1.014814815,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9292569,r1,34,0.540843187,1.272727273,0.11135367,0.858735038,0.952578096,0.865384615,0.75308642,1,1.100628931,2,0.712328767,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9272738,r1,33942,0.505816101,0.6,0.057335993,0.960689818,0.993299832,1.285714286,1,1,1.270833333,1.651685393,3.001808318,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9331216,r1,14454,0.542805775,0.857142857,0.051376623,0.719955827,0.934530612,0.793650794,1.487804878,0,0.926829268,0.918918919,0.391489362,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9128356,r1,30407,0.526061071,1,0.037898517,0.960793667,1.041639698,1.088541667,1,1,0.97826087,2,1.434782609,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9516807,r1,48334,0.532237584,1.142857143,0.055318397,1.101188336,1.044593088,1.12012987,0.672131148,1,1.184615385,1.050054407,0.519806763,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9377318,r1,62,0.549139009,1.315789474,0.00053853,0.963772741,0.872843211,1,1.975609756,0,0.922727273,2,0.683087028,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9084613,r1,8700,0.503331387,1.25,0.040484449,1.083495219,1.047835991,0.642857143,0.50617284,1,0.857142857,0,1.504065041,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9330705,r1,12389,0.550591596,0,-0.061676585,1.919507083,0.899803536,1,1.975609756,1,0.857142857,2,1.708333333,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9717518,r1,48,0.50820964,0.866666667,-0.021682409,0.974868354,0.864179104,0.586206897,1.655737705,1,0.935064935,0,0.621483376,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9433535,r1,8056,0.537191126,0.4,-0.140217861,0.994199654,0.953386454,0.97826087,1.952380952,1,0.791666667,1.005363985,0.563761098,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9692451,r1,55,0.5160114,0.285714286,0.064067137,0.982424345,0.903831982,0.842105263,1,1,1.085106383,0.91468254,1.165467626,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9489451,r1,46731,0.516265808,1.076923077,-0.046371148,1.031026134,0.984147952,1,1,0,1.187739464,0.646341463,0.849635036,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9272549,r1,33956,0.54396224,0.285714286,-0.016874932,0.938784875,0.994621432,0.769230769,0.344262295,0,1.027027027,0.92244898,0.423267327,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9539718,r1,293,0.529832276,2.8,-0.041410305,1.092810659,1.037264358,1.12,3.857142857,0,1.015151515,0.97983871,0.449760766,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9516779,r1,30421,0.554850299,2.6,0.145439916,0.919051493,0.978148148,0.956521739,1,1,0.985294118,2,1.051401869,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
8887780,r1,33928,0.532043443,1.8,-0.078445063,1.243887862,0.982177451,1,1,0,0.888888889,1.01552795,1.07826087,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9220070,r1,41,0.549625148,0.538461538,0.197056036,0.913302273,0.79047619,0.824175824,0.344262295,0,1.028571429,0,1.259469697,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9407733,r1,48929,0.51528834,1.181818182,0.034866109,0.924590794,0.990450205,1.166666667,1.487804878,1,0.941176471,0,1.963035259,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9076822,r1,40298,0.53176961,0.5,0.298869239,0.91459078,0.928716091,1,1,1,0.969160998,2,0.25762814,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9051097,r1,44904,0.57466898,1.625,0.061360549,1.361528731,0.989465764,0.888888889,1.24691358,1,1.268115942,0.988584475,1.242063492,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9484593,r1,40550,0.507838767,1,-0.085367242,1.035169793,1.126964933,1.37254902,1.487804878,1,0.831521739,2,0.959944751,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9128426,r1,30393,0.542699115,1.875,-0.202935696,0.889671333,1.084347461,0.876984127,0.672131148,1,0.931372549,1.083828383,1.833333333,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9085278,r1,7727,0.577689751,1.5,0.077927003,1.021304673,0.997189884,0.888888889,1.487804878,1,0.875,0,1.227822581,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9271695,r1,47501,0.53795723,0.909090909,0.145712667,1.236639621,1.063447079,1.625,2.904761905,1,1.19047619,2,3.392857143,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9684051,r1,11591,0.537693821,0,-0.019655371,0.908948235,0.981429408,0.5,0.672131148,0,1.071428571,2,0.106382979,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9516443,r1,30435,0.527767129,0.866666667,0.169956314,0.82665655,1.084322554,1,1,1,0.987012987,0.828644501,1.608108108,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9085327,r1,6698,0.544750632,1.25,-0.028117645,1.247842087,0.992628993,1.059782609,1.327868852,1,1.120879121,0.891304348,1.40625,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9128552,r1,30393,0.519151564,0.571428571,0.07007731,1.013397103,0.895206243,0.914285714,0.75308642,1,1,1.00308642,1.322916667,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9076983,r1,40298,0.579872408,0.777777778,-0.301214889,1.186363093,1.111280488,0.5,0.016393443,1,0.884314574,1.43902439,0.593070285,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9084956,r1,8182,0.518266287,0.692307692,0.093069026,1.029867734,0.947532064,1.08,1.487804878,1,0.914285714,1.163862179,0.788732394,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9725764,r1,27,0.546091106,1.857142857,0.002556816,1.114480112,1.053558052,1.125,1.327868852,1,1.068181818,2,0.921700224,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9433157,r1,7258,0.565070014,0.384615385,-0.050469891,0.960865943,0.947812124,0.825,0.259259259,1,1.142857143,0,0.536770921,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9457482,r1,40298,0.553557762,0.166666667,0.085132202,0.835818397,1.071064346,0.75,1.487804878,1,0.76,1.064301552,2.670376231,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9097178,r1,272,0.52688696,1.5,-0.145598747,2.095542625,1.303738318,2,101,1,0.880418509,1.390977444,1.233918422,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9085362,r1,10576,0.567790809,0.785714286,-0.150175499,0.906670274,1.066339066,0.975,0.344262295,1,1.333333333,1.148611111,0.890625,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9097185,r1,216,0.505240149,4,-0.073223889,0.864108762,0.95614416,0.944444444,0.803921569,1,1.238095238,1.003289474,1.054904046,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9457419,r1,47529,0.50941272,0.7,0.085716932,0.956690063,1.143410853,1,1.24691358,1,1.044722222,1.280931587,2.164948454,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9684786,r1,15497,0.53675189,1.25,0.156555016,0.825790389,0.951666667,1.127819549,1.487804878,1,2,1.375,2.668269231,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9272493,r1,33963,0.51301396,0.615384615,0.047255135,1.003508898,0.955484897,0.909090909,1,0,0.95,0,0.636363636,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9272703,r1,33963,0.571469591,1.1,0.066242922,0.952608255,0.951773615,1.05,3.857142857,0,0.9,0.932415519,0.464705882,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9388511,r1,17982,0.545047917,0.777777778,0.173090956,1.009993655,0.971170396,1.402597403,1.952380952,1,1.238095238,2,0.838235294,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9262231,r1,36070,0.553631147,1,0.038543491,0.978784578,1.004805592,1.214285714,1.327868852,1,1.108695652,0.939799331,1.4453125,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9087168,r1,27,0.556456935,2.833333333,-0.018115051,1.203447898,0.996323529,1.25,1.487804878,1,0.836206897,2,0.820512821,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9087210,r1,48,0.531853139,2.833333333,-0.004156533,1.105068831,1.049836601,1.373626374,1.487804878,1,1.005747126,2,1.15954416,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9433178,r1,7727,0.524672891,1,0.045984125,0.919298243,0.916827853,1.140350877,1.975609756,1,1.125,1.083221477,0.72589008,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9051195,r1,40606,0.55597319,1.5,-0.078298901,0.984003811,0.934719301,1.051470588,41,0,1.057142857,0.683544304,0.444444444,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9433150,r1,8987,0.563017668,0.692307692,-0.078600505,1.01919817,1.138389032,1,0.344262295,1,0.933333333,0.831527094,1.081012658,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
9128496,r1,30407,0.536789955,0.785714286,0.096355851,0.983554033,0.951178451,1.023076923,1.487804878,1,1.057471264,0,1.113970588,XGBClassifier;LGBMClassifier;CatBoostClassifier,yes,95;28;20,2;2;5,0.05;0.05;0.001
